SiO2,Al2O3,Fe2O3tot,CaO,Total,Ti,Rb,Nb,La,Ce,Sm,Yb,LaN,CeN,SmN,YbN,La/Nb,Rb/Sm,Nb/La,Nb/Yb,Nb/Rb,La/Sm,La/Yb,(La/Yb)N,Sm/Yb,(Sm/Yb)N,SiO2(LOI free),TiO2(LOI free),Al2O3(LOI free),Fe2O3(LOI free),MgO(LOI free),CaO(LOI free),Na2O(LOI free),Label,Id
49.33,15.73,8.58,7.37,100.23,10551.0,66.0,45.0,115.0,246.0,11.2,1.51,370.3,304.3,57.3,7.2,2.5,5.92,0.4,30.07,0.69,10.3,76.0,51.3,7.4,7.94,49.39,1.76,15.75,8.59,7.26,7.38,4.56,2,7
52.58,16.42,8.3,7.62,100.0,3837.0,58.0,2.0,12.0,26.0,3.3,1.25,38.4,31.6,16.7,6.0,5.0,17.7,0.2,1.92,0.04,3.7,9.5,6.4,2.6,2.8,52.57,0.64,16.42,8.3,6.09,7.62,4.9,1,2323
52.0,17.3,8.35,5.1,100.75,6175.0,199.0,33.0,35.0,72.0,5.9,2.24,112.9,89.5,30.4,10.7,1.1,33.6,0.94,14.69,0.17,5.9,15.6,10.5,2.6,2.8,52.71,1.04,17.54,8.46,1.65,5.17,0.44,1,2471
54.52,15.91,6.61,8.0,99.62,4976.0,34.0,10.0,45.0,86.0,7.1,1.5,145.2,105.9,36.4,7.2,4.5,4.8,0.22,6.6,0.29,6.3,30.0,20.2,4.7,5.1,55.06,0.84,16.07,6.68,5.93,8.08,4.54,2,1290
50.9,17.7,7.77,8.5,95.07,5396.0,40.0,9.0,21.0,44.0,4.6,1.8,66.5,54.8,23.6,8.6,2.3,8.7,0.44,5.0,0.23,4.5,11.4,7.7,2.56,2.74,53.54,0.95,18.62,8.17,4.52,8.94,3.58,2,503
63.1,16.4,4.49,5.23,99.14,3237.0,104.0,12.0,32.0,60.0,4.5,1.6,101.9,74.8,23.3,7.7,2.5,22.9,0.39,7.75,0.12,7.0,19.8,13.3,2.8,3.0,64.09,0.55,16.66,4.56,2.3,5.31,3.85,0,1159
47.49,17.37,10.33,12.38,100.08,6894.0,38.0,7.0,20.0,43.0,5.1,2.1,64.8,52.6,26.2,10.0,2.8,7.45,0.36,3.48,0.19,3.9,9.6,6.5,2.43,2.6,47.45,1.15,17.36,10.32,6.09,12.37,2.63,1,81
70.06,15.36,2.7,4.79,99.75,2098.0,2.0,4.0,9.0,18.0,2.0,1.62,28.4,22.6,10.4,7.8,2.5,1.2,0.4,2.16,1.46,4.3,5.4,3.7,1.3,1.3,70.43,0.35,15.44,2.71,1.08,4.82,4.78,0,2227
65.4,15.8,3.38,3.7,99.37,2338.0,59.0,16.0,39.0,69.0,3.7,0.74,124.2,85.3,19.1,3.5,2.4,15.78,0.42,21.76,0.27,10.3,52.0,35.1,5.03,5.39,67.29,0.4,16.26,3.48,1.32,3.81,4.53,0,633
47.56,15.55,9.69,10.63,99.72,10491.0,20.0,13.0,38.0,84.0,7.4,1.0,122.3,104.0,37.9,4.8,2.8,2.7,0.35,13.3,0.68,5.1,37.9,25.6,7.4,7.9,48.36,1.78,15.81,9.85,6.34,10.81,4.32,0,1313
53.24,18.25,8.82,4.22,99.93,5935.0,20.0,7.0,12.0,25.0,3.3,1.95,39.0,30.9,17.0,9.3,1.7,6.1,0.58,3.6,0.35,3.6,6.2,4.2,1.7,1.8,54.76,1.02,18.77,9.07,3.41,4.34,6.59,0,2780
58.6,15.5,4.37,7.33,99.18,10012.0,18.0,21.0,43.0,87.0,7.2,4.5,138.1,107.1,36.9,21.5,2.0,2.53,0.49,4.67,1.15,5.9,9.5,6.4,1.6,1.71,59.63,1.7,15.77,4.45,3.69,7.46,6.61,1,458
49.58,12.54,14.57,6.8,99.18,17685.0,16.0,21.0,20.0,46.0,7.1,4.7,62.9,57.3,36.2,22.5,0.9,2.3,1.09,4.53,1.31,2.8,4.1,2.8,1.5,1.6,51.37,3.06,12.99,15.1,3.86,7.05,4.83,1,2273
75.98,13.54,0.53,0.62,99.33,120.0,232.0,18.0,13.0,34.0,4.2,5.5,41.9,42.0,21.5,26.3,0.7,55.1,1.35,3.2,0.08,3.1,2.4,1.6,0.8,0.8,76.49,0.02,13.63,0.53,0.04,0.62,3.91,0,2150
66.3,16.71,2.59,3.42,98.55,2998.0,55.0,6.0,24.0,45.0,3.5,0.72,76.2,55.4,17.7,3.4,4.0,15.93,0.25,8.24,0.11,6.8,32.8,22.1,4.79,5.14,68.06,0.51,17.15,2.66,0.41,3.51,4.67,0,349
67.1,16.0,3.08,3.59,100.11,2278.0,52.0,11.0,28.0,48.0,2.8,0.71,88.7,59.0,14.3,3.4,2.5,18.71,0.41,15.77,0.22,9.9,38.7,26.1,3.92,4.2,68.25,0.39,16.27,3.13,1.17,3.65,4.32,0,619
65.47,14.54,5.93,4.1,100.6,6174.85,64.0,17.0,36.0,74.0,8.1,4.78,115.5,92.0,41.6,22.9,2.2,7.88,0.46,3.47,0.26,4.41,7.49,5.05,1.7,1.82,65.47,1.03,14.54,5.93,1.65,4.1,3.7,0,1065
62.0,15.6,4.42,3.24,99.1,5575.0,123.0,54.0,70.0,122.0,5.3,0.92,227.1,151.0,27.4,4.4,1.3,23.0,0.76,58.03,0.43,13.2,76.4,51.5,5.8,6.2,63.34,0.95,15.94,4.52,2.19,3.31,4.88,1,1351
60.27,16.77,4.33,5.38,100.87,3057.45,65.0,9.0,42.0,71.0,4.1,0.6,133.9,87.9,21.0,2.9,4.6,15.85,0.22,15.0,0.14,10.12,69.17,46.63,6.83,7.32,62.83,0.53,17.48,4.51,2.35,5.61,3.97,1,999
56.48,16.16,6.29,3.83,99.86,5167.69,210.0,10.0,34.0,68.0,6.1,2.8,110.7,84.1,31.5,13.4,3.4,34.16,0.29,3.56,0.05,5.59,12.25,8.26,2.19,2.35,59.61,0.91,17.05,6.63,2.12,4.04,1.62,0,987
65.8,15.25,1.78,3.12,95.54,2638.0,123.0,14.0,33.0,57.0,3.5,2.07,104.8,70.0,18.2,9.9,2.3,34.6,0.43,6.71,0.11,9.2,15.7,10.6,1.7,1.8,68.87,0.46,15.96,1.86,1.5,3.27,3.49,1,1165
46.2,12.2,10.3,10.2,98.99,10311.0,9.0,28.0,32.0,66.0,6.1,1.5,101.9,82.1,31.3,7.2,1.1,1.48,0.89,18.67,3.11,5.2,21.1,14.2,4.07,4.36,47.35,1.76,12.5,10.56,11.48,10.45,3.59,0,946
61.79,17.06,5.23,6.04,100.6,2998.0,35.0,4.0,10.0,21.0,2.3,1.72,32.5,25.4,12.0,8.2,2.8,15.0,0.36,2.09,0.1,4.3,5.9,4.0,1.4,1.5,61.96,0.5,17.11,5.24,3.83,6.06,3.28,1,2204
67.5,13.6,2.67,1.19,95.33,2098.25,99.0,27.0,14.0,29.0,3.8,3.6,45.2,35.8,19.5,17.2,0.5,25.97,1.93,7.5,0.27,3.68,3.89,2.62,1.06,1.13,71.26,0.37,14.36,2.82,0.26,1.26,3.8,1,1054
70.53,16.16,0.8,4.01,98.98,2338.0,2.0,3.0,9.0,11.0,1.9,1.8,29.0,13.6,9.7,8.6,3.0,0.9,0.33,1.67,1.67,4.7,5.0,3.4,1.1,1.1,71.26,0.39,16.33,0.81,0.72,4.05,6.06,0,2142
59.8,18.54,4.25,3.38,99.43,3520.0,126.0,29.0,79.0,142.0,8.5,2.92,256.3,175.2,43.5,14.0,2.8,14.8,0.36,9.83,0.23,9.4,27.3,18.4,2.9,3.1,60.44,0.59,18.74,4.3,1.31,3.42,5.35,0,2298
57.94,17.67,5.71,5.96,98.59,3293.0,82.0,16.0,65.0,112.0,7.4,2.22,208.8,138.2,38.0,10.6,4.0,11.1,0.25,7.31,0.2,8.7,29.2,19.7,3.3,3.6,59.08,0.56,18.02,5.82,2.24,6.08,4.4,1,2292
55.52,18.35,8.35,3.54,101.2,3837.0,54.0,4.0,10.0,23.0,3.5,2.38,32.4,28.6,17.8,11.4,2.7,15.45,0.38,1.59,0.07,2.9,4.2,2.8,1.46,1.56,56.76,0.65,18.76,8.53,2.43,3.62,6.23,1,609
56.21,16.52,7.67,7.75,99.68,5455.0,16.0,13.0,10.0,33.0,2.3,1.03,32.3,40.6,11.5,4.9,0.8,7.2,1.26,12.23,0.77,4.4,9.7,6.5,2.2,2.3,57.22,0.93,16.82,7.81,3.9,7.89,3.13,0,1743
73.87,12.4,1.44,3.5,99.54,1079.0,22.0,3.0,14.0,26.0,1.7,1.31,46.5,31.6,8.8,6.3,5.5,12.9,0.18,1.99,0.12,8.4,11.0,7.4,1.3,1.4,76.07,0.19,12.77,1.48,0.36,3.6,4.84,0,1495
69.21,15.51,5.89,0.42,101.51,959.0,17.0,15.0,21.0,41.0,2.5,1.35,67.7,51.2,12.9,6.5,1.4,6.7,0.7,10.81,0.86,8.3,15.6,10.5,1.9,2.0,69.2,0.16,15.51,5.89,0.27,0.42,5.03,0,1197
54.06,15.26,7.49,8.43,100.0,3057.0,61.0,3.0,11.0,22.0,2.6,1.03,35.8,27.1,13.5,4.9,4.3,23.1,0.23,2.52,0.04,4.2,10.8,7.3,2.6,2.7,54.55,0.51,15.4,7.56,6.33,8.51,4.33,1,2321
63.92,14.46,7.06,3.16,99.58,3897.0,18.0,3.0,12.0,24.0,2.5,1.96,38.8,30.1,13.0,9.4,3.7,7.3,0.27,1.67,0.18,4.8,6.1,4.1,1.3,1.4,65.28,0.66,14.77,7.21,1.27,3.23,4.46,1,2583
59.61,18.18,5.93,6.23,100.69,2758.0,32.0,3.0,9.0,19.0,2.9,2.39,27.9,24.0,14.9,11.4,2.5,11.0,0.39,1.42,0.11,3.0,3.6,2.4,1.2,1.3,59.75,0.46,18.22,5.94,4.29,6.24,3.12,1,2195
67.1,16.16,2.88,3.81,99.8,2398.0,57.0,4.0,19.0,34.0,2.5,0.34,60.3,41.7,12.7,1.6,5.1,23.2,0.2,10.88,0.06,7.6,55.0,37.1,7.3,7.8,68.26,0.41,16.44,2.93,1.1,3.88,4.38,0,1527
62.65,16.16,4.67,3.83,100.02,5155.7,138.0,55.0,87.0,136.0,6.7,1.06,279.4,168.2,34.5,5.1,1.6,20.43,0.64,52.08,0.4,12.87,81.7,55.08,6.35,6.8,62.88,0.86,16.22,4.69,2.0,3.84,4.71,2,1854
68.0,15.41,6.56,2.19,101.65,2518.0,33.0,20.0,23.0,30.0,3.0,2.43,72.9,37.6,15.2,11.6,1.2,11.1,0.87,8.05,0.59,7.6,9.3,6.3,1.2,1.3,67.22,0.42,15.23,6.48,1.19,2.16,2.84,1,2097
52.1,18.3,4.89,8.02,99.01,5695.0,139.0,15.0,31.0,60.0,5.9,2.58,101.0,73.6,30.2,12.3,2.1,23.64,0.48,5.78,0.11,5.3,12.1,8.2,2.28,2.44,55.35,1.01,19.44,5.19,2.49,8.52,3.63,1,704
48.37,14.53,11.8,14.0,99.43,4556.0,33.0,7.0,36.0,80.0,7.3,1.93,116.5,98.5,37.3,9.2,4.9,4.6,0.2,3.79,0.22,5.0,18.7,12.6,3.8,4.0,48.85,0.77,14.67,11.92,5.42,14.14,2.14,0,1670
66.66,14.6,4.53,3.49,99.71,3290.68,124.0,10.0,27.0,55.0,4.9,2.39,87.8,68.0,25.4,11.5,2.7,25.12,0.37,4.25,0.08,5.5,11.37,7.67,2.07,2.21,67.13,0.55,14.7,4.56,2.05,3.51,3.12,1,1022
69.13,13.51,2.52,0.96,99.23,2278.0,113.0,5.0,28.0,48.0,2.7,0.5,90.6,59.5,13.8,2.4,5.6,41.9,0.18,10.0,0.04,10.4,56.2,37.9,5.4,5.8,72.0,0.4,14.07,2.62,1.4,1.0,2.4,0,1394
69.0,15.4,3.0,2.2,99.96,2218.0,168.0,16.0,29.0,56.0,4.2,1.7,92.3,69.3,21.5,8.1,1.8,40.0,0.56,9.41,0.1,6.8,16.8,11.3,2.5,2.6,69.11,0.37,15.42,3.0,0.86,2.2,3.71,1,2484
68.28,14.68,4.22,3.02,99.9,2638.0,113.0,9.0,20.0,36.0,2.8,1.57,64.8,44.6,14.3,7.5,2.3,40.5,0.43,5.51,0.08,7.2,12.8,8.6,1.8,1.9,69.05,0.44,14.84,4.27,1.12,3.05,3.64,0,2614
49.49,16.64,10.97,9.85,100.08,7314.0,12.0,7.0,24.0,50.0,5.4,2.01,77.1,61.8,27.7,9.6,3.4,2.3,0.29,3.49,0.57,4.4,11.9,8.0,2.7,2.9,49.5,1.22,16.64,10.97,5.08,9.85,0.49,1,2554
57.9,17.87,6.9,6.51,99.55,3777.0,69.0,4.0,12.0,25.0,3.0,1.68,37.8,30.4,15.3,8.0,3.1,23.02,0.32,2.22,0.05,3.9,7.0,4.7,1.78,1.91,58.54,0.64,18.07,6.97,3.57,6.58,3.34,0,356
46.07,14.08,10.16,9.3,100.02,12610.0,37.0,52.0,110.0,206.0,12.9,1.65,354.6,254.4,65.9,7.9,2.1,2.91,0.48,31.66,1.4,8.5,66.6,44.9,7.79,8.35,46.51,2.12,14.21,10.26,9.57,9.38,4.56,2,395
53.62,17.36,10.95,7.08,99.69,7074.0,40.0,7.0,17.0,38.0,5.8,3.5,54.8,47.0,29.7,16.7,2.6,6.9,0.38,1.86,0.16,2.9,4.9,3.3,1.7,1.8,54.27,1.19,17.57,11.08,3.16,7.17,3.27,1,2043
55.18,13.94,4.72,3.8,99.06,3297.0,139.0,8.0,22.0,46.0,3.8,1.35,71.0,56.9,19.3,6.5,2.7,37.0,0.37,6.0,0.06,5.9,16.3,11.0,2.8,3.0,62.18,0.62,15.71,5.32,3.89,4.28,3.61,1,1707
67.39,14.47,4.09,1.13,98.63,3177.0,288.0,19.0,38.0,83.0,6.2,3.68,121.6,102.1,31.7,17.6,2.0,46.6,0.51,5.24,0.07,6.1,10.2,6.9,1.7,1.8,69.2,0.54,14.86,4.2,0.46,1.16,3.38,0,1737
67.33,14.3,4.71,3.04,99.54,3417.0,13.0,7.0,11.0,22.0,3.0,2.65,35.8,27.5,15.3,12.7,1.5,4.2,0.65,2.72,0.57,3.7,4.2,2.8,1.1,1.2,68.14,0.58,14.47,4.77,1.36,3.08,4.07,1,2746
51.5,16.0,7.83,8.25,98.43,7074.0,57.0,33.0,99.0,178.0,9.0,1.9,318.4,220.3,46.2,9.1,3.0,6.3,0.33,17.37,0.58,11.0,51.9,35.0,4.7,5.1,53.2,1.22,16.53,8.09,4.45,8.52,4.34,2,1285
66.76,16.55,2.84,4.05,99.93,2518.0,50.0,5.0,33.0,59.0,4.2,0.51,106.4,73.1,21.4,2.4,6.2,11.88,0.16,10.41,0.11,7.9,64.6,43.6,8.2,8.78,67.32,0.42,16.69,2.86,0.87,4.08,4.98,0,353
68.96,14.5,3.57,2.89,99.82,2098.0,193.0,5.0,19.0,34.0,3.0,1.87,61.3,41.7,15.3,8.9,3.7,64.8,0.27,2.78,0.03,6.4,10.2,6.9,1.6,1.7,69.92,0.35,14.7,3.62,1.28,2.93,2.92,0,2861
61.6,15.9,5.22,4.78,100.29,3417.0,146.0,20.0,32.0,62.0,5.4,2.88,102.9,76.4,27.6,13.8,1.6,27.14,0.62,6.88,0.14,5.9,11.1,7.5,1.87,2.0,63.3,0.59,16.34,5.36,1.73,4.91,3.58,1,701
63.9,16.06,5.16,4.89,99.82,3297.0,130.0,5.0,15.0,33.0,3.8,2.44,47.7,40.5,19.6,11.7,3.1,33.9,0.32,1.93,0.04,3.9,6.1,4.1,1.6,1.7,64.47,0.55,16.2,5.21,2.34,4.93,3.06,0,2848
68.55,15.16,3.48,2.65,99.71,2539.68,101.0,9.0,23.0,45.0,3.8,2.33,75.7,55.9,19.4,11.1,2.7,26.69,0.38,3.8,0.09,6.2,10.09,6.81,1.63,1.75,69.22,0.43,15.31,3.51,1.14,2.68,3.68,1,1034
67.1,15.1,1.98,4.49,99.81,1619.0,54.0,9.0,25.0,41.0,2.2,0.43,81.6,50.6,11.3,2.1,2.8,24.59,0.36,20.93,0.17,11.5,58.8,39.7,5.12,5.48,69.53,0.28,15.65,2.05,0.78,4.65,4.53,0,620
67.1,15.7,2.5,1.7,96.59,2158.0,194.0,16.0,39.0,73.0,5.5,1.29,124.5,90.8,28.4,6.2,2.4,35.1,0.42,12.64,0.08,7.0,29.9,20.2,4.3,4.6,69.47,0.37,16.25,2.59,0.16,1.76,4.52,0,1217
49.0,17.6,8.61,7.38,100.94,9472.0,30.0,33.0,24.0,48.0,4.8,2.5,77.7,58.9,24.5,12.0,0.7,6.21,1.37,13.2,1.11,5.0,9.6,6.5,1.91,2.05,50.57,1.63,18.17,8.89,6.05,7.62,5.02,1,853
67.4,15.25,4.8,4.55,100.29,4077.0,11.0,9.0,9.0,21.0,4.3,3.93,28.7,26.4,22.1,18.8,1.0,2.6,0.96,2.16,0.76,2.1,2.3,1.5,1.1,1.2,67.21,0.68,15.21,4.79,1.44,4.54,4.88,1,2894
68.7,14.5,2.98,1.32,98.34,2278.0,552.0,40.0,58.0,118.0,8.6,6.75,187.1,146.0,44.3,32.3,1.5,64.0,0.69,5.93,0.07,6.7,8.6,5.8,1.3,1.4,70.14,0.39,14.8,3.04,0.36,1.35,3.55,0,1698
52.57,17.62,9.4,7.38,100.54,6595.0,98.0,21.0,50.0,105.0,7.8,2.57,160.6,129.6,40.0,12.3,2.4,12.56,0.42,8.17,0.21,6.4,19.4,13.1,3.04,3.25,53.11,1.11,17.8,9.5,3.58,7.46,3.54,1,591
58.71,15.79,5.67,5.71,100.06,3897.0,81.0,13.0,27.0,50.0,3.1,1.3,88.4,61.9,15.9,6.2,2.1,26.1,0.47,10.0,0.16,8.8,21.1,14.2,2.4,2.6,60.85,0.67,16.36,5.88,3.94,5.92,3.64,0,1845
60.8,15.7,7.66,5.19,98.65,4256.45,56.0,7.0,17.0,33.0,4.0,2.68,53.2,41.2,20.6,12.8,2.5,13.93,0.4,2.46,0.12,4.1,6.16,4.15,1.5,1.61,61.63,0.72,15.91,7.76,2.44,5.26,3.49,1,1075
56.49,17.21,7.87,7.6,99.99,5515.0,33.0,6.0,13.0,28.0,3.6,2.75,42.3,34.8,18.6,13.2,2.4,9.0,0.42,2.02,0.17,3.6,4.8,3.2,1.3,1.4,57.11,0.93,17.4,7.96,3.78,7.68,3.87,0,2834
66.77,14.49,4.52,3.53,99.19,3357.0,14.0,7.0,24.0,40.0,3.2,2.0,78.5,49.9,16.5,9.6,3.4,4.3,0.29,3.55,0.51,7.6,12.2,8.2,1.6,1.7,67.78,0.57,14.71,4.59,1.38,3.58,3.98,1,2747
60.82,16.78,6.64,6.08,99.8,3957.0,85.0,4.0,14.0,29.0,3.2,2.21,45.8,36.3,16.6,10.6,3.8,26.3,0.26,1.67,0.04,4.4,6.4,4.3,1.5,1.6,61.13,0.66,16.86,6.67,3.06,6.11,3.11,0,2841
68.2,14.55,3.12,1.96,97.95,2398.0,131.0,16.0,31.0,59.0,4.7,2.87,100.0,73.3,24.1,13.7,1.9,27.77,0.53,5.71,0.13,6.6,10.8,7.3,1.64,1.76,70.19,0.41,14.98,3.21,0.62,2.02,3.89,0,50
60.4,16.4,4.42,5.03,98.04,3177.0,74.0,6.0,25.0,49.0,3.1,0.9,81.9,60.4,15.9,4.3,4.6,24.0,0.22,6.11,0.07,8.2,28.2,19.0,3.4,3.7,62.56,0.55,16.99,4.58,2.32,5.21,4.67,0,2876
52.02,20.35,7.29,8.19,102.16,4676.0,40.0,9.0,59.0,63.0,5.0,2.06,189.1,77.7,25.6,9.9,6.6,8.0,0.15,4.28,0.22,11.7,28.5,19.2,2.4,2.6,52.03,0.78,20.36,7.29,4.62,8.19,3.22,0,2803
65.9,15.25,3.6,0.68,99.71,3957.0,101.0,15.0,40.0,72.0,4.5,1.72,127.7,88.6,23.1,8.2,2.7,22.39,0.37,8.49,0.14,8.8,23.0,15.5,2.62,2.81,67.16,0.67,15.54,3.67,3.37,0.69,4.57,0,68
59.14,17.64,5.16,5.69,99.88,4736.0,67.0,22.0,45.0,96.0,5.4,1.41,146.1,118.9,27.9,6.7,2.1,12.32,0.49,15.6,0.33,8.3,32.1,21.7,3.86,4.14,59.44,0.79,17.73,5.19,2.88,5.72,5.19,2,236
65.03,15.02,3.87,2.92,99.11,3237.0,97.0,12.0,42.0,65.0,3.9,1.4,135.5,80.4,20.0,6.7,3.5,24.9,0.29,8.57,0.12,10.8,30.0,20.2,2.8,3.0,66.36,0.55,15.33,3.95,2.6,2.98,4.18,0,2045
69.76,10.8,3.9,0.28,98.2,1918.0,202.0,17.0,19.0,39.0,3.6,1.8,61.0,48.6,18.5,8.6,1.1,56.1,0.92,9.61,0.09,5.3,10.5,7.1,2.0,2.1,75.33,0.35,11.66,4.21,0.82,0.3,0.27,1,1900
65.04,15.81,4.12,3.52,99.87,3537.05,101.0,14.0,39.0,64.0,4.6,1.2,125.8,79.2,23.6,5.7,2.8,21.96,0.36,11.67,0.14,8.48,32.5,21.91,3.83,4.11,65.6,0.6,15.95,4.16,2.22,3.55,3.81,2,2080
76.76,12.04,1.61,0.47,99.74,624.76,195.0,12.0,43.0,85.0,5.0,3.06,139.1,105.7,25.4,14.6,3.6,39.46,0.28,3.92,0.06,8.71,14.09,9.5,1.62,1.73,77.09,0.1,12.09,1.61,0.1,0.47,3.04,1,1027
68.78,16.34,1.87,2.96,99.5,2278.1,68.0,16.0,30.0,49.0,2.9,0.65,95.8,60.3,15.1,3.1,1.9,23.13,0.54,24.62,0.24,10.1,45.69,30.81,4.52,4.85,69.51,0.38,16.51,1.89,1.62,2.99,4.39,2,2575
55.7,17.05,8.51,7.03,99.78,4077.0,71.0,8.0,13.0,35.0,6.0,4.05,43.2,43.1,30.9,19.4,1.7,11.7,0.57,1.9,0.11,2.2,3.3,2.2,1.5,1.6,56.14,0.69,17.18,8.58,4.19,7.09,4.01,0,2982
60.04,17.05,6.65,5.87,99.4,4197.0,27.0,5.0,4.0,8.0,1.1,0.47,13.5,9.9,5.6,2.2,0.8,25.0,1.24,11.06,0.19,3.9,8.9,6.0,2.3,2.5,60.71,0.71,17.24,6.72,1.89,5.94,4.86,0,1748
50.43,16.83,10.19,9.14,99.57,6535.0,62.0,8.0,21.0,40.0,5.2,2.08,66.3,49.4,26.4,10.0,2.7,12.0,0.37,3.62,0.12,4.0,9.9,6.7,2.5,2.7,51.09,1.1,17.05,10.33,5.24,9.26,2.8,1,1942
63.57,16.36,5.45,3.07,98.48,4436.0,137.0,20.0,32.0,60.0,5.7,3.1,101.6,74.1,29.2,14.8,1.6,24.04,0.64,6.52,0.15,5.5,10.2,6.9,1.84,1.97,64.55,0.75,16.61,5.53,0.95,3.12,2.81,1,116
50.12,17.19,9.08,10.09,99.89,5234.0,65.0,7.0,18.0,35.0,4.1,1.79,58.1,43.8,20.8,8.6,2.7,16.0,0.37,3.77,0.1,4.4,10.1,6.8,2.3,2.4,50.91,0.89,17.46,9.22,5.38,10.25,2.64,1,2547
61.33,15.58,4.87,4.19,99.99,3237.0,117.0,10.0,30.0,57.0,4.8,1.59,95.5,70.8,24.8,7.6,3.1,24.17,0.33,6.1,0.08,6.1,18.6,12.6,3.04,3.26,62.01,0.55,15.75,4.92,2.99,4.24,4.45,1,893
44.63,5.35,15.72,18.67,99.5,4556.0,12.0,1.0,18.0,39.0,6.5,1.34,58.1,48.1,33.1,6.4,21.9,1.9,0.05,0.62,0.07,2.8,13.5,9.1,4.8,5.2,44.96,0.77,5.39,15.84,12.58,18.81,0.43,1,1577
69.4,15.9,1.87,3.09,100.07,1499.0,51.0,8.0,25.0,39.0,2.0,0.34,81.9,47.8,10.3,1.6,3.1,25.65,0.32,23.82,0.16,12.7,74.7,50.4,5.88,6.3,70.83,0.26,16.23,1.91,0.7,3.15,4.59,0,612
44.98,13.59,9.99,11.17,99.63,13488.75,22.0,51.0,103.0,193.0,11.9,1.6,332.3,238.9,61.2,7.7,2.0,1.84,0.49,31.56,2.3,8.63,64.38,43.4,7.46,7.99,45.42,2.27,13.72,10.09,9.33,11.28,4.72,2,1458
55.38,17.66,8.52,7.9,99.99,6175.0,27.0,7.0,12.0,27.0,3.4,2.72,40.0,34.0,17.4,13.0,1.9,7.8,0.53,2.41,0.25,3.6,4.6,3.1,1.3,1.3,55.51,1.03,17.7,8.54,4.37,7.92,3.56,0,2830
58.3,17.28,7.72,6.1,100.81,3957.0,15.0,4.0,11.0,21.0,3.1,2.04,36.8,26.5,16.0,9.8,3.0,4.7,0.33,1.84,0.26,3.7,5.6,3.8,1.5,1.6,58.53,0.66,17.35,7.75,3.84,6.12,3.58,0,2633
51.1,17.5,9.58,9.51,99.56,6175.0,46.0,7.0,17.0,35.0,4.5,2.23,55.2,43.2,23.1,10.7,2.4,10.2,0.42,3.18,0.15,3.8,7.7,5.2,2.02,2.17,51.99,1.05,17.8,9.75,4.37,9.68,3.03,0,42
51.49,16.92,11.04,9.77,105.38,5396.0,78.0,10.0,44.0,84.0,6.8,2.33,141.6,104.3,34.7,11.1,4.3,11.5,0.23,4.33,0.13,6.5,18.8,12.7,2.9,3.1,51.02,0.89,16.77,10.94,3.3,9.68,4.43,1,2957
58.57,20.25,2.2,2.16,99.42,1379.0,303.0,40.0,110.0,176.0,5.8,2.6,354.8,217.8,29.7,12.4,2.8,52.2,0.36,15.38,0.13,19.0,42.3,28.5,2.2,2.4,60.12,0.24,20.79,2.26,0.23,2.22,6.99,0,1421
69.43,15.96,1.88,3.31,100.2,2038.3,58.0,3.0,23.0,40.0,2.8,0.21,74.5,50.0,14.2,1.0,7.4,20.79,0.14,14.95,0.05,8.34,110.0,74.16,13.19,14.14,69.98,0.34,16.09,1.89,0.65,3.34,4.79,2,2117
50.39,19.68,8.06,11.68,100.53,4856.0,12.0,6.0,11.0,24.0,3.0,1.55,34.8,30.1,15.4,7.4,1.9,4.1,0.52,3.63,0.45,3.6,7.0,4.7,1.9,2.1,50.94,0.82,19.89,8.15,4.74,11.81,2.76,0,1234
66.02,15.9,6.27,2.32,102.98,3657.0,43.0,38.0,14.0,26.0,2.8,3.02,43.6,32.2,14.6,14.4,0.4,15.1,2.83,12.69,0.89,4.8,4.5,3.0,0.9,1.0,64.43,0.6,15.52,6.12,0.78,2.26,3.33,1,2084
47.71,14.97,9.05,8.3,98.02,17625.0,38.0,26.0,43.0,54.0,8.6,2.5,138.7,66.5,44.3,12.0,1.7,4.35,0.6,10.24,0.68,5.0,17.2,11.6,3.45,3.7,49.79,3.07,15.62,9.44,8.66,8.66,2.67,2,267
63.17,18.27,4.35,1.54,99.78,3057.0,51.0,7.0,12.0,27.0,3.2,1.91,40.0,33.2,16.3,9.1,1.8,16.21,0.55,3.56,0.13,3.9,6.5,4.4,1.66,1.78,63.35,0.51,18.32,4.36,0.43,1.54,6.64,1,759
46.7,13.2,10.68,9.9,100.65,12530.0,48.0,51.0,115.0,221.0,14.2,2.3,371.0,273.5,72.8,11.0,2.3,3.38,0.44,22.17,1.06,8.1,50.0,33.7,6.17,6.62,46.4,2.08,13.11,10.61,10.19,9.84,3.54,1,433
57.13,14.59,8.84,8.27,99.92,5815.0,53.0,3.0,17.0,43.0,4.1,2.6,54.8,53.2,21.0,12.4,5.7,12.9,0.18,1.15,0.06,4.1,6.5,4.4,1.6,1.7,57.45,0.98,14.67,8.89,5.33,8.32,2.23,1,1838
47.48,16.8,10.83,7.42,100.03,6475.0,53.0,3.0,12.0,26.0,3.7,1.81,37.9,32.6,19.1,8.7,4.5,14.2,0.22,1.43,0.05,3.2,6.5,4.4,2.1,2.2,49.22,1.12,17.41,11.23,7.2,7.69,3.24,0,2771
59.2,16.0,4.78,4.85,94.3,4855.95,72.0,24.0,48.0,84.0,5.0,1.1,155.2,103.6,25.6,5.3,2.0,14.46,0.5,21.82,0.33,9.62,43.73,29.48,4.55,4.87,63.36,0.87,17.13,5.12,0.0,5.19,4.82,2,2010
